ranking,club name,country,point score,1 year change,symbol change
1673,Sogdiyona Jizzax,Uzbekistan,1282,422,+
1513,Sogndal,Norway,1294,25,-
614,Sol de Am��rica,Paraguay,1407,190,+
1984,SOL FC,Ivory Coast,1258,113,-
1848,Solol�� FC,Guatemala,1267,407,-
2022,Solomon Warriors FC,Solomon Islands,1255,1,-
1786,S?nderjyskE,Denmark,1272,543,-
2495,Songkhla United FC,Thailand,1221,29,-
2764,South End,Trinidad and Tobago,1137,1,-
198,Southampton,England,1545,33,-
2650,Southern United,New Zealand,1198,11,-
1105,SPAL 2013,Italy,1336,16,-
93,Sparta Prague,Czech Republic,1632,8,+
496,Sparta Rotterdam,Netherlands,1435,113,-
228,Spartak Moskva,Russia,1530,64,-
1007,Spartak Myjava,Slovakia,1345,4,-
1239,Spartak Nal'chik,Russia,1321,3,-
2071,Spartak Semey,Kazakhstan,1252,1,-
390,Spartak Trnava,Slovakia,1465,187,+
2341,Speran?a Crihana,Moldova,1234,39,-
1027,Sport ��ncash,Peru,1343,6,-
1041,Sport Boys,Peru,1342,30,+
1557,Sport Boys Warnes,Bolivia,1291,27,-
1147,Sport Colombia,Paraguay,1330,3,-
569,Sport Huancayo,Peru,1419,335,+
1225,Sport Loreto,Peru,1323,9,-
2524,Sport Lubango e Benfica,Angola,1218,27,-
277,Sport Recife,Brazil,1507,62,+
1624,Sport Rosario (Huaraz),Peru,1286,19,-
1400,Sportif de Chebba,Tunisia,1303,62,-
20,Sporting,Portugal,1797,10,+
2528,Sporting Beirut,Lebanon,1218,422,-
2457,Sporting Central Academy,Jamaica,1224,25,-
447,Sporting Charleroi,Belgium,1449,50,+
2662,Sporting Clube de Benguela,Angola,1195,556,-
1371,Sporting Clube de Goa,India,1306,5,-
291,Sporting Cristal,Peru,1499,81,-
2584,Sporting de Cabinda,Angola,1210,25,-
399,Sporting Fingal,Ireland,1463,11,-
1001,Sporting Gagnoa,Ivory Coast,1346,234,+
281,Sporting Gij��n,Spain,1504,1,-
878,Sporting Kansas City,United States,1363,121,-
1270,Sporting San Jos�� FC,Costa Rica,1317,280,+
1416,Sporting San Miguelito,Panama,1302,248,+
2229,Sportist Svoge,Bulgaria,1243,40,-
2297,Sportive de Djerba,Tunisia,1238,44,-
1204,Sportivo Ameliano,Paraguay,1325,243,-
939,Sportivo Luque?o,Paraguay,1354,85,+
1233,Sportivo San Lorenzo,Paraguay,1322,8,-
1325,Sportivo Trinidense,Paraguay,1311,3,-
2052,Sportul Studentesc,Romania,1253,1,-
1801,Sreenidi Deccan,India,1271,306,+
2059,Sriracha,Thailand,1253,1,-
1615,Sriwijaya FC,Indonesia,1287,21,-
9,SSC Napoli,Italy,1854,6,+
581,St Patrick's,Ireland,1417,40,+
1831,St. George,Ethiopia,1268,12,-
1374,St. Johnstone,Scotland,1306,585,-
1294,St. Mirren,Scotland,1315,30,+
563,St. Pauli,Germany,1420,5,-
1358,Stab?k,Norway,1308,525,-
1684,Stade d'Abidjan,Ivory Coast,1281,7,-
1166,Stade Gab��sien,Tunisia,1328,6,-
312,Stade Malien Bamako,Mali,1490,7,-
2546,Stade Malien Sikasso,Mali,1216,23,-
876,Stade Renard de Melong,Cameroon,1363,6,+
1172,Stade Tunisien,Tunisia,1328,4,-
1132,Stal Kamianske,Ukraine,1331,1,-
2272,Standard,Azerbaijan,1241,37,-
833,Standard Li��ge,Belgium,1369,375,-
2394,Start,Norway,1230,32,-
154,Steaua Bucure?ti,Romania,1573,50,+
1686,Steel Azin,Iran,1281,6,-
1307,Stella Club,Ivory Coast,1313,173,-
898,Stellenbosch FC,South Africa,1360,467,+
2174,Stjarnan,Iceland,1247,41,-
238,Stoke City,England,1526,5,-
846,Str?msgodset,Norway,1367,276,+
338,Sturm Graz,Austria,1481,108,+
1463,Suchitep��quez,Guatemala,1299,27,-
1113,Sud Am��rica,Uruguay,1335,376,-
2319,Sudeva Delhi FC,India,1236,218,-
375,Suduva Marijampole,Lithuania,1469,47,-
1844,Sukhothai FC,Thailand,1268,10,-
1552,Sumqay?t,Azerbaijan,1291,255,-
511,Sunderland,England,1432,5,-
2127,Sunkar,Kazakhstan,1249,46,-
866,Sunshine Stars,Nigeria,1364,344,+
717,Supersport United,South Africa,1389,69,-
1662,Suphanburi FC,Thailand,1283,127,-
2486,Surkhon-2011,Uzbekistan,1222,52,-
461,Sutjeska,Montenegro,1444,48,+
2126,Suva,Fiji,1249,46,-
612,Suwon Bluewings,South Korea,1407,274,-
990,Suwon FC,South Korea,1349,311,+
1339,SV Ried,Austria,1310,91,+
1623,SV Roeselare,Belgium,1286,19,-
2605,Svetkavitsa,Bulgaria,1208,16,-
258,Swansea City,England,1515,0,-
697,Sydney FC,Australia,1393,280,-
2403,Syrianska,Sweden,1229,29,-
2226,Szolnoki M��V,Hungary,1243,40,-
1401,Szombathelyi Halad��s,Hungary,1303,2,-
2503,T&TEC,Trinidad and Tobago,1220,28,-
1286,Tacuaremb��,Uruguay,1316,5,-
1085,Tacuary,Paraguay,1338,65,+
2291,Tafea FC,Vanuatu,1239,44,-
2761,Talinna Kalev,Estonia,1144,1,-
104,Talleres de Cordoba,Argentina,1616,69,+
1850,Tallinna JK Legion,Estonia,1267,13,+
2154,Tamme Auto,Estonia,1248,43,-
1955,Tammeka,Estonia,1260,323,-
1328,Tampere United,Finland,1311,2,-
2554,Tampines Rovers FC,Singapore,1215,448,-
2511,Tanta,Egypt,1220,29,-
1554,Taraba,Nigeria,1291,25,-
1444,Taraz,Kazakhstan,1300,100,+
1730,Targu Mure?,Romania,1277,0,-
2398,Tasman United,New Zealand,1230,30,-
2704,Tatran Pre?ov,Slovakia,1183,9,-
809,Tauro FC,Panama,1373,140,+
1970,Tavriia,Ukraine,1259,3,-
295,Team Wellington,New Zealand,1498,3,-
914,T��cnico Universitario,Ecuador,1358,114,-
1902,Tefana,Tahiti,1263,5,-
1342,Telephonaat Beni Suef,Egypt,1309,0,-
1941,Tema Youth,Ghana,1260,2,-
660,Temperley,Argentina,1399,4,-
2219,Temp��te,Haiti,1243,40,-
2255,Tenax CS FC,Zimbabwe,1241,149,-
389,Tenerife,Spain,1465,10,-
1556,Teplice,Czech Republic,1291,310,-
1875,Termalica Nieciecza,Poland,1265,23,-
2029,Teungueth FC,Senegal,1255,1,-
2406,Thai Honda,Thailand,1229,29,-
2666,That Ras Club,Jordan,1194,9,-
78,The New Saints,Wales,1650,2,+
220,The Strongest,Bolivia,1532,30,-
862,Thun,Switzerland,1366,11,-
2173,Tianjin Jinmen Tiger F.C.,China PR,1247,193,-
1193,Tianjin Tianhai,China PR,1326,8,-
2211,Tiare Tahiti,Syria,1244,42,-
2279,Tiburones Rojos de Veracruz,Mexico,1240,37,-
385,Tigre,Argentina,1467,40,+
1088,Tigres FC,Colombia,1338,15,-
116,Tigres UANL,Mexico,1608,24,-
1005,Tiko United,Cameroon,1346,3,-
288,Timi?oara,Romania,1502,1,-
434,Tiraspol,Moldova,1452,7,-
1836,Tivoli Gardens,Jamaica,1268,28,+
2755,Tobago United,Trinidad and Tobago,1153,0,-
401,Tobol Kostanay,Kazakhstan,1463,23,+
2182,Togo-Port,Uganda,1246,44,-
2214,Tokushima Vortis,Japan,1244,66,+
105,Tolima,Colombia,1616,126,+
497,Toluca FC,Mexico,1435,105,-
2065,Tom' Tomsk,Russia,1252,1,-
1065,Tondela,Portugal,1340,228,-
2412,Tonnerre Kalara Club,Cameroon,1228,197,-
711,Topolski Sportski Club,Serbia,1390,67,-
98,Torino,Italy,1624,117,+
2740,Tornados de Humacao,Puerto Rico,1166,2,-
1379,Toronto FC,Canada,1305,725,-
1600,Torpedo Kutaisi,Georgia,1288,229,-
735,Torpedo Zhodino,Belarus,1386,282,-
2613,TOT,Thailand,1206,15,-
1366,Total Chalaco,Peru,1307,4,-
14,Tottenham Hotspur,England,1837,18,+
1389,Toulouse,France,1304,1,-
2125,Township Rollers,Botswana,1249,46,-
139,TP Mazembe,Congo DR,1584,10,+
120,Trabzonspor,Turkey,1605,59,+
665,Tractor Sazi,Iran,1398,211,-
2428,Trat FC,Thailand,1227,30,-
2063,TRAU F.C.,India,1253,183,-
2563,Travnik,Bosnia and Herzegovina,1214,23,-
2383,Trelleborgs FF,Sweden,1231,36,-
902,Tren?��n,Slovakia,1359,277,+
1244,Triangle FC,Zimbabwe,1320,67,+
2385,Tripoli AC,Lebanon,1231,110,+
2407,Tripple B,Zimbabwe,1229,30,-
1302,Troms? IL,Norway,1314,257,+
405,Troyes,France,1462,404,+
2595,Trujillanos FC,Venezuela,1209,683,-
1639,TS Galaxy,South Africa,1285,260,-
2517,Tshinkunku,Congo DR,1219,11,-
2076,Tsholotsho,Zimbabwe,1252,1,-
1055,TSV Hartberg,Austria,1340,105,-
2363,TTM Chiangmai,Thailand,1233,38,-
2429,Tucanes FC,Venezuela,1227,30,-
963,Tukoko University,Papua New Guinea,1352,18,-
2548,Tulevik Viljandi,Estonia,1216,56,+
2680,Tupapa Maraerenga,Cook Islands,1190,9,-
2597,Turan Tovuz,Azerbaijan,1209,17,-
1671,Turku PS,Finland,1282,13,-
1429,Turnu Severin,Romania,1301,0,-
337,U.S. Salernitana 1919,Italy,1481,46,-
2209,Ubon UMT FC,Thailand,1244,41,-
82,Udinese,Italy,1649,102,+
2625,UES,El Salvador,1203,10,-
796,��jpest,Hungary,1375,50,+
89,Ulsan Hyundai,South Korea,1633,30,+
1610,Umm-Salal,Qatar,1287,55,+
705,UMS de Loum,Cameroon,1391,133,-
2303,UNAN Managua,Nicaragua,1237,371,-
2203,Underhill,Zimbabwe,1245,39,-
978,Uniao da Madeira,Portugal,1350,0,-
1604,Uni?o de Leiria,Portugal,1288,20,-
2150,Uniao Sport Clube do Uige,Angola,1248,41,-
1183,Uniaut��noma FC,Colombia,1327,7,-
1054,Uni��n Comercio,Peru,1341,1,-
2390,Union Deportivo Universitario,Panama,1230,563,-
1330,Union Douala,Cameroon,1311,300,+
432,Uni��n Espa?ola,Chile,1452,75,+
589,Uni��n La Calera,Chile,1415,53,-
1097,Uni��n San Felipe,Chile,1336,16,-
223,Uni��n Santa Fe,Argentina,1531,83,+
747,Union Sportive de Douala,Cameroon,1384,14,-
221,Union St.Gilloise,Belgium,1532,1027,+
1971,Unirea Alba Iulia,Romania,1259,3,-
1299,Unirea Urziceni,Romania,1314,6,-
852,Unisport FC Du Haut-Nkam,Cameroon,1367,11,-
2607,United City F.C.,Peru,1207,501,-
1582,United Petrotrin,Trinidad and Tobago,1289,22,-
2442,United Sikkim F.C,India,1225,25,-
1384,United Sports Club,India,1304,1,-
194,Universidad Cat��lica,Ecuador,1548,75,+
347,Universidad Cat��lica,Chile,1478,128,-
2106,Universidad Central de Venezuela FC,Venezuela,1250,143,+
419,Universidad C��sar Vallejo,Peru,1457,93,-
771,Universidad Concepci��n,Chile,1380,21,-
713,Universidad de Chile,Chile,1390,308,-
1266,Universidad de San Carlos,Guatemala,1318,3,-
1647,Universidad San Mart��n de Porres,Peru,1284,1002,-
1769,Universitario,Bolivia,1273,63,-
2564,Universitario de Cobija,Bolivia,1214,23,-
408,Universitario de Deportes,Peru,1460,32,+
1387,Universitario de Vinto,Bolivia,1304,54,+
1275,Universitatea Cluj,Romania,1317,6,-
1746,Universitatea Craiova,Romania,1275,1,-
1263,Universit�� Ngaound��r��,Cameroon,1318,4,-
2748,University College Dublin,Ireland,1161,18,-
1768,Urana,Niger,1273,1,-
365,Urawa Red Diamonds,Japan,1472,112,+
2470,Urena SC,Venezuela,1223,26,-
1040,US Biskra,Algeria,1342,565,+
1934,US Bitam,Tahiti,1261,3,-
653,US Monastir,Tunisia,1400,123,+
2114,US Panda B5,Congo DR,1250,7,-
1173,US Tataouine,Tunisia,1328,167,+
1551,Usc Bassam,Ivory Coast,1291,77,-
1657,USFAS Bamako,Mali,1283,14,-
2066,USGN,Niger,1252,1,-
414,USM Alger,Algeria,1459,146,+
1651,USM Bel Abb��s,Algeria,1284,108,+
1841,USM Blida,Algeria,1268,10,-
1215,USM El Harrach,Algeria,1324,9,-
1937,��st�� nad Labem,Czech Republic,1261,2,-
2086,UWI FC,Jamaica,1251,2,-
1605,V-Varen Nagasaki,Japan,1288,20,-
110,Valencia,Spain,1611,29,-
2353,Valencia de Leogane,Haiti,1233,41,-
734,Valenciennes,France,1387,21,-
651,V?lerenga,Norway,1401,124,-
1226,Valmiera FK,Latvia,1323,879,+
1178,Vancouver Whitecaps,Canada,1327,362,+
1146,Varbergs BoIS,Sweden,1330,118,+
997,Vardar Skopje,Macedonia,1347,2,-
1465,Vasas Budapest,Hungary,1298,29,-
310,Vasco da Gama,Brazil,1492,5,-
1601,Vegalta Sendai,Japan,1288,314,-
1849,Vejle Boldklub,Denmark,1267,210,-
1264,Vele? Mostar,Bosnia and Herzegovina,1318,111,+
123,V��lez Sarsfield,Argentina,1603,39,-
1833,Vendsyssel FF,Denmark,1268,12,-
529,Venezia FC,Italy,1428,238,-
1391,Ventforet Kofu,Japan,1303,1,-
1152,Ventspils,Latvia,1330,0,+
1907,Venus,Syria,1263,4,-
2286,Veraguas FC,Panama,1239,329,-
2165,Verdes FC,Belize,1247,42,-
2636,Vere United FC,Jamaica,1202,1,-
657,Veres Rivne,Ukraine,1400,35,+
2737,Vereya,Bulgaria,1169,3,-
1653,Veria FC,Greece,1284,13,-
1626,Vestsj?lland,Denmark,1286,19,-
1919,Veti Club,Congo DR,1262,7,-
175,VfB Stuttgart,Germany,1559,64,-
1091,Viborg,Denmark,1338,450,+
1986,Victoria,Honduras,1258,487,+
2453,Victoria,Zimbabwe,1225,26,-
1948,Victoria Branesti,Romania,1260,4,-
2498,Vidima-Rakovski,Bulgaria,1221,29,-
2011,Viettel Football Club,Vietnam,1256,96,+
596,Viitorul Constan?a,Romania,1412,3,-
395,Viking FK,Norway,1464,234,+
62,Viktoria Plze��,Czech Republic,1680,63,+
1572,Viktoria ?i?kov,Czech Republic,1290,22,-
2324,Villa Espanola,Uruguay,1236,712,-
1345,Villa Teresa,Uruguay,1309,0,-
16,Villarreal,Spain,1826,4,+
1616,Virunga,Congo DR,1287,21,-
534,Vissel Kobe,Japan,1428,72,+
1388,Vista Hermosa,El Salvador,1304,1,-
230,Vita Club,Congo DR,1529,5,+
296,Vitesse,Netherlands,1498,115,-
2670,Vitez,Bosnia and Herzegovina,1193,8,-
469,Vit��ria,Brazil,1442,1,-
306,Vit��ria Guimar?es,Portugal,1494,111,+
818,Vit��ria Set��bal,Portugal,1371,17,-
2716,Vitosha Bistritsa,Bulgaria,1179,4,-
1760,Voin?a Sibiu,Romania,1274,2,-
615,Vojvodina,Serbia,1407,174,-
1834,Volga Nyzhnyi,Russia,1268,12,-
861,Volos New Football Club,Greece,1366,137,+
1693,Volyn,Ukraine,1280,4,-
421,Vorskla Poltava,Ukraine,1457,108,+
2233,Vostok,Kazakhstan,1243,39,-
772,Vo?dovac,Serbia,1379,283,+
1310,VPS,Finland,1313,185,+
2476,Vutuka,Congo DR,1223,27,-
1654,VVV-Venlo,Netherlands,1284,13,-
1047,Vyso?ina Jihlava,Czech Republic,1341,1,-
1032,W Connection FC,Trinidad and Tobago,1342,5,-
2659,WA Tlemcen,Algeria,1196,907,-
1747,Waasland-Beveren,Belgium,1275,1,-
2151,Wad Hashim SC Sennar,Sudan,1248,41,-
1420,Wadi Degla FC,Egypt,1302,252,+
2371,WaiBOP United,New Zealand,1232,36,-
859,Waitakere United,New Zealand,1366,11,-
2537,Wanderers SC,New Zealand,1217,25,-
2768,Warrenpoint Town,Northern Ireland,1116,10,-
1060,Warri Wolves FC,Nigeria,1340,76,-
2163,Warrior,Estonia,1247,42,-
2262,Wassaman United,Ghana,1241,38,-
991,Waterford FC,Ireland,1348,332,+
1457,Waterford United FC,Ireland,1299,26,-
900,Waterhouse FC,Jamaica,1360,345,+
592,Watford,England,1413,434,-
1453,Wellington Phoenix,Australia,1299,25,-
2536,Wellington Phoenix Reserves,New Zealand,1217,25,-
2532,Welshpool Town,Wales,1218,24,-
303,Werder Bremen,Germany,1496,0,-
348,West Brom,England,1478,1,-
55,West Ham United,England,1686,21,-
1577,Westerlo,Belgium,1289,24,-
1349,Western Sydney,Australia,1308,140,-
1570,Western United FC,Solomon Islands,1290,429,+
2284,Wexford Youths,Ireland,1240,39,-
2514,WhaWha,Zimbabwe,1219,121,-
1437,Widzew ?��dz,Poland,1301,2,-
1887,Wiener Neustadt,Austria,1264,2,-
259,Wigan Athletic,England,1515,4,-
1028,Wikki Tourist,Nigeria,1343,152,+
1819,Wiliete SC,Angola,1269,142,+
802,Willem II,Netherlands,1374,195,-
1660,Williamsville Athletic Club,Ivory Coast,1283,13,-
1382,Wis?a Krak��w,Poland,1305,336,-
1107,Wis?a P?ock,Poland,1335,34,+
2715,WIT Georgia Tbilisi,Georgia,1180,4,-
515,Wolfsberger AC,Austria,1431,9,+
96,Wolfsburg,Germany,1626,68,-
119,Wolverhampton Wanderers,England,1605,2,+
1090,WSG Tirol,Austria,1338,187,+
1923,Wuachon United,Thailand,1262,6,-
1194,Wuhan Three Towns F.C.,China PR,1326,247,+
1368,Wuhan Yangtze River,China PR,1306,243,+
1300,WWS Rangers,Zimbabwe,1314,6,-
81,Wydad Casablanca,Morocco,1649,111,+
1800,Wydad F��s,Morocco,1271,10,-
905,Xanthi FC,Greece,1359,13,-
1207,Xelaj��,Guatemala,1324,254,-
2288,Xinabajul,Guatemala,1239,43,-
2485,Xorazm,Uzbekistan,1222,31,-
2169,Yadah FC,Zimbabwe,1247,63,-
2527,Yafoot FC Yaounde 2,Cameroon,1218,179,-
2017,Yanbian,China PR,1255,1,-
2529,Yaracuyanos FC,Venezuela,1218,118,-
2099,Yeni Malatyaspor,Turkey,1250,1316,-
1251,Yenisey Krasnoyarsk,Russia,1319,1,-
2003,Yobe Desert Stars,Nigeria,1256,2,-
166,Yokohama F. Marinos,Japan,1567,93,+
1968,Yokohama FC,Japan,1259,86,+
2349,Yopougon FC,Ivory Coast,1234,39,-
2079,Young Africans,Tanzania,1252,0,-
95,Young Boys,Switzerland,1628,39,-
2136,Young Green Eagles,Zambia,1249,45,+
2729,Young Heart Manawatu,New Zealand,1174,6,-
911,Young Sport Academy Bamenda,Cameroon,1358,108,-
1524,Youssoufia Berrechid,Morocco,1293,199,-
1906,Zacapa,Guatemala,1263,4,-
1037,Zag??bie Lubin,Poland,1342,302,-
2072,Zag??bie Sosnowiec,Poland,1252,1,-
1245,Zalaegerszegi TE,Hungary,1320,56,-
257,Zalgiris Vilnius,Lithuania,1516,19,+
1915,Zamfara United FC,Nigeria,1263,6,-
893,Zamora FC,Venezuela,1361,94,+
871,Zanaco,Zambia,1364,155,-
2655,Zapre?i?,Croatia,1197,10,-
1029,Zaria B?l?i,Moldova,1343,23,+
1392,Zarzis,Tunisia,1303,164,-
1123,Zavr?,Slovenia,1333,6,-
1419,Zawisza Bydgoszcz,Poland,1302,0,-
666,?eljezni?ar,Bosnia and Herzegovina,1398,91,-
1680,Zemplin Michalovce,Slovakia,1281,72,-
57,Zenit St. Petersburg,Russia,1685,5,+
605,ZESCO United,Zambia,1409,19,+
2148,Zestafoni,Georgia,1248,41,-
1439,Zeta,Montenegro,1301,237,-
1592,Zhejiang Professional,China PR,1288,72,-
1141,Zhetysu Taldykorgan,Kazakhstan,1331,190,-
640,?ilina,Slovakia,1402,295,-
2078,Zimbabwe Saints,Zimbabwe,1252,0,-
1258,Zimbru,Moldova,1318,89,-
1099,Zir?,Azerbaijan,1336,15,-
1856,Zlate Moravce,Slovakia,1267,234,-
1133,Znojmo,Czech Republic,1331,2,-
1022,Zob Ahan Isfahan FC,Iran,1343,167,-
147,Zorya Luhansk,Ukraine,1579,9,+
1585,ZPC Kariba,Zimbabwe,1289,165,-
298,Zrinjski Mostar,Bosnia and Herzegovina,1497,141,+
1312,Zulia,Venezuela,1313,34,-
1241,Zulte Waregem,Belgium,1320,479,-
2386,Zumunta,Niger,1231,34,-
313,Z��rich,Switzerland,1490,386,+
